given_name,family_name,date_of_birth,place_of_birth
Kathleen,Mulholland,1940-08-29,Hamilton
Mary,Haigh,1861-08-01,Kilmarnock
Victor,Horsley,1918-07-27,Barrhead
Ann,Shirley,1937-06-25,Keith
Charles,Botting,1876-01-18,Airdrie
William,Ralph,1886-04-02,Port Glasgow
Albert,Lee,1850-01-21,Dumbarton
Ian,Hitchcock,1966-06-09,Golspie
Isabel,Smith,1900-09-10,Perth
Iris,Gallie,1920-09-27,Linlithgow
Stephen,Walsh,1945-08-02,Dalry
Herbert,Trayner,1898-01-26,Ayr
Marion,Dyer,1876-02-13,Montrose
Jean,Hutton,1921-07-13,Dingwall
Mary,Hurd,1876-01-01,Dingwall
Emily,Brown,1886-07-31,Carrickfergus
Madeline,Piper,1857-08-30,Lanark
Roy,Davies,1929-07-10,Hamilton
Ivor,Jones,1928-07-31,Carrickfergus
John,Barnes,1878-10-31,Bangor
Alice,Senior,1890-06-02,Milngavie
Maud,Thompson,1886-04-05,Banbridge
Sarah,Hudson,1861-03-03,Ardrossan
David,Wright,1849-07-09,Golspie
Michael,Willey,1956-03-11,Strabane
Mark,Lamptey,1970-08-17,Londonderry
Catherine,Byrne,1963-01-29,Arbroath
Henry,Thomas,1866-09-06,Portadown
Arthur,Tomlin,1915-06-16,Stranraer
John,Phillips,1874-08-13,Campbeltown
Esther,Thomas,1838-12-05,Kirkwall
Buvita,Kaur,1979-06-23,Lurgan
David,Anderton,1975-05-11,Lockerbie
John,Kirk,1896-08-03,Dalry
Ralph,Ridel,1972-11-01,Carluke
Bernice,Harding,1948-07-12,Invergordon
Victor,Barnett,1919-07-08,Portadown
Frederick,Connell,1925-10-30,Jedburgh
Peter,Anderson,1964-12-08,Haddington
Marjorie,Keightley,1915-07-12,Newtownards
Balvantbhai,Patel,1970-10-15,Nairn
Susannah,Dowling,1851-09-18,Peebles
Hilda,Weston,1894-04-09,Lockerbie
Ruby,Badland,1908-02-12,Kirkintilloch
Jonathan,Baines,1842-01-06,Alloa
Jennifer,Poole,1945-06-18,Stonehaven
Nellie,Hopkins,1902-09-07,Lockerbie
David,Prosser,1926-05-13,Glasgow
Hilda,Fisher,1912-06-21,Annan
Arthur,Smith,1890-01-26,Kilmarnock
Allan,Rushton,1950-06-23,Anstruther
Thirza,Appleton,1890-10-05,Barrhead
Willie,Smith,1873-05-24,Grantown-on-Spey
William,Tarrant,1928-10-19,Stranraer
Margery,Cockshott,1891-12-12,Motherwell
James,Riley,1875-06-09,Kirkwall
Elizabeth,Roberts,1893-09-07,Kirkwall
Ines,Price,1909-05-17,Dunfermline
Fiona,Fitzpatrick,1971-06-15,Hamilton
Paul,Snow,1939-01-19,Port Glasgow
Doris,Tredgold,1926-10-03,Lurgan
Nigel,Mcmillan,1965-01-24,Coatbridge
James,Gregory,1845-08-26,Carluke
Gerald,Benjamin,1906-06-29,Hawick
Thomas,Johnson,1852-09-14,Glasgow
Edward,Laskey,1920-11-28,Wishaw
Jose,Gavilan,1977-10-01,Nairn
Joseph,Young,1890-01-28,Montrose
Emma,Barsham,1875-05-01,Kilsyth
John,Naughton,1923-08-24,Belfast
Daisy,Douglas,1899-11-14,Invergordon
Gwendoline,Thomas,1914-01-21,Crieff
Wendy,Swetmore,1966-08-13,Inverness
John,Holt,1878-05-08,West Calder
Dorothy,Musgrave,1902-08-10,Galashiels
Ellen,Garth,1849-01-04,Edinburgh
Michael,Luxford,1963-04-25,Airdrie
Frederick,Sharp,1914-04-12,Anstruther
Joseph,Kerfoot,1844-10-31,Dumbarton
Mark,Rogers,1963-08-26,Newry
Elaine,Howkins,1950-02-05,Strabane
Frank,Cook,1866-05-26,Kirkintilloch
Sarah,Poole,1885-08-20,Coatbridge
Catharine,Pettit,1869-07-11,Invergordon
Dora,Bird,1872-10-11,Carluke
Tracey,White,1968-02-24,Tillicoultry
Arthur,Lee,1875-09-04,Dalkeith
Ada,Litchfield,1882-08-12,Newry
Hilda,Bray,1912-02-18,Buckie
Francis,Parry,1885-09-25,Thurso
Eliza,Dean,1865-07-23,Carluke
David,Muir,1946-08-26,Dingwall
Anita,Keelty,1940-07-03,Milngavie
David,Littlewood,1957-01-17,Peebles
Harold,Hearsum,1913-12-16,Kilsyth
Margaret,Remran,1852-02-23,Stonehaven
Henry,Skinner,1921-11-21,Perth
Edward,Reynolds,1874-10-11,Ballymoney
Edith,Frape,1878-02-02,Crieff
William,Van dem bergh,1944-10-03,Bellshill
Alice,Woodward,1875-02-22,Falkirk
James,Clough,1983-04-06,Portadown
Harry,Hardy,1880-11-18,Lisburn
Robert,Griffiths,1923-11-12,Kelso
Katrina,Verran,1977-10-26,Inverness
Stuart,Woodworth,1962-02-24,Lerwick
Lesley,Davey,1952-12-06,Hamilton
Sylvia,Newman,1967-06-06,Tillicoultry
Richard,Hope,1980-10-04,Rothesay
Paul,Henderson,1978-10-18,Rothesay
Maurice,North,1935-12-17,Hawick
Henry,Cooper,1849-07-23,Perth
Charles,Mattke,1957-07-24,Jedburgh
John,Richardson,1948-12-04,Helensburgh
Martin,Armstrong,1972-12-10,Dumfries
Henry,Mableson,1872-05-06,Lurgan
Helen,Atkinson,1977-10-15,Arbroath
Lee,Goggins,1980-12-02,Keith
Violet,Higginson,1899-09-20,Londonderry
James,Lynch,1919-03-25,Milngavie
Margaret,Barnes,1862-12-24,Belfast
Marian,Kerr,1906-02-15,Alloa
Ann,Robinson,1949-11-17,Brechin
Thomas,Banks,1904-10-23,Dalry
William,Denman,1895-11-09,Newry
George,Martin,1910-05-29,Falkirk
Taylor,Bell,1883-05-26,Newry
James,Wearing,1870-11-22,Linlithgow
William,Joy,1901-08-12,Leven
Caroline,Milsom,1887-10-24,Omagh
Isabel,Taylor,1903-08-04,Peterhead
George,Carter,1843-02-21,Huntly
Lily,Pearce,1896-04-01,Keith
Catherine,Bennett,1980-03-22,Kinross
Rachel,Short,1965-05-05,Musselburgh
Kate,Brown,1974-04-25,West Calder
Florence,Brown,1908-03-21,Kilmarnock
Peter,Bryan,1961-08-12,Portsoy
Hannah,Sutton,1865-08-22,Ballymena
Harold,Wright,1895-06-23,Wishaw
Arthur,Wills,1841-02-22,Kinross
Wendy,Lake,1965-04-27,Kirkwall
James,Macdonald,1907-11-13,Kilsyth
James,Davenport,1858-03-02,Coleraine
James,Jerram,1845-06-23,Kirriemuir
Winifred,Parker,1908-02-12,Nairn
Arthur,Hall,1924-03-21,Port Glasgow
June,Williams,1953-07-29,Lisburn
Peter,Ainge,1934-06-21,Bathgate
Isabella,Arckless,1890-03-30,Armagh
Delia,Atkinson,1957-09-06,Campbeltown
Isaac,Ellis,1867-03-25,Dalkeith
Marion,Farmer,1935-02-05,Kirriemuir
Beatrice,Harris,1902-02-09,Fraserburgh
Alfred,Jackaman,1911-08-18,Newry
Elizabeth,Charrett,1904-10-16,Carluke
John,Peacock,1906-05-26,Dalbeattie
John,Howell,1954-06-21,Coatbridge
James,Sharman,1968-09-23,Tillicoultry
Olive,Ellis,1910-04-23,Banff
Anthony,Piccolomini,1950-10-14,Anstruther
Susan,Payne,1957-04-05,Haddington
Doreen,Fowell,1922-03-03,Linlithgow
Norman,Pamment,1917-05-10,Linlithgow
Vanessa,Atkinson,1959-04-29,Lisburn
Marlene,Salisbury,1934-07-28,Londonderry
Florence,Wright,1881-05-18,Larne
Thomas,Johnson,1887-08-08,Grantown-on-Spey
Ann,Shearman,1878-07-23,Lanark
Stephen,Morley,1971-01-28,Musselburgh
Charles,Rogers,1910-09-27,Dumbarton
John,Draper,1965-01-28,Hawick
Hilda,Stubbs,1898-10-20,Oban
Martha,Gregory,1882-09-09,Montrose
John,Lever,1853-05-22,Coatbridge
Margaret,Bennett,1882-08-05,Inverness
Charles,Oliver,1944-04-12,Coleraine
Margaret,Marsh,1911-03-11,Selkirk
Betsy,Collins,1921-06-12,Strabane
Dennis,Haworth,1905-01-10,Selkirk
Maud,Davies,1890-01-31,Lurgan
William,Frazer,1841-04-02,Stranraer
Rubina,James,1927-04-24,Portadown
Ian,Thompson,1964-03-24,Perth
Ellen,Read,1890-04-27,Dumfries
William,Dann,1848-08-28,St Andrews
Sarah,Rowe,1854-01-07,Bridge of Allan
Maurice,Downer,1927-02-17,Keith
William,Skyrme,1873-01-07,Edinburgh
Frederick,Holman,1899-03-04,Grantown-on-Spey
Amelia,Heyward,1880-05-08,Lisburn
Mary,Jiggens,1876-08-18,Langholm
Olive,Cornish,1909-07-12,Jedburgh
Henry,Dean,1892-08-26,Stornoway
Mark,Smith,1976-01-21,Stranraer
Joseph,Jackson,1921-02-10,Castle Douglas
Paul,Cox,1957-08-18,Milngavie
Therasa,Keegan,1971-09-15,Hawick
Kaye,Ursell,1969-06-30,Bellshill
Sarah,Goodspeed,1842-01-17,Haddington
Albert,Gilby,1905-12-29,Fraserburgh
Iris,Sims,1948-01-31,Huntly
Ellen,James,1908-10-09,Ayr
Samantha,Bond,1983-09-25,Stornoway
Richard,Sanders,1875-09-12,Musselburgh
Kelly,Hayward,1971-10-18,Banff
Male,Mace,1851-03-10,Bathgate
Annie,Stevenson,1902-05-08,Dalbeattie
Matilda,Mcmahon,1870-08-21,Kirkwall
David,Sapey,1950-10-08,Campbeltown
Walter,Harden,1888-05-04,Falkirk
Rodney,Dewling,1921-01-24,Barrhead
Gertrude,Dormer,1866-10-02,St Andrews
Thomas,Eustace,1880-04-20,Keith
Catherine,Evans,1838-08-10,Omagh
Hannah,Scott,1863-12-31,Ballymena
Gary,Denham,1959-03-11,Rothesay
Charles,Pike,1904-03-23,Carluke
Harold,Bray,1892-12-10,Thurso
John,Smith,1853-03-29,Portadown
Sharon,O'leary,1968-08-22,Portsoy
James,Capel,1978-08-29,Brechin
Ernest,Rayner,1889-12-09,Newton Stewart
Lynne,Davies,1959-01-28,Kirkwall
Jeremy,Spencer,1981-12-17,Invergordon
Travis,Musselwhite,1975-02-26,Dunfermline
Catherine,Warwick,1867-11-11,Motherwell
Kathleen,Wilson,1920-12-22,Motherwell
Harold,Tidswell,1943-04-21,Kinross
John,Brown,1885-07-13,Clydebank
Pauline,Clowes,1941-10-07,Haddington
Frederick,Lawley,1867-04-22,Glasgow
Elizabeth,Robinson,1859-10-06,Stornoway
Mary,Bailey,1901-08-12,Forres
Glynis,Brown,1945-05-25,Dumfries
Philip,Holland,1953-07-16,Coatbridge
Irene,Voller,1924-07-15,Port Glasgow
Mary,Dungate,1849-03-15,Perth
Peter,Burns,1932-11-06,Selkirk
Ellen,Boardman,1896-09-01,Kirkintilloch
Reginald,Gates,1904-09-10,Dumfries
Eliza,Morris,1843-09-24,Stornoway
Elizabeth,Maiden,1867-09-24,Ballymoney
Charles,Ewers,1878-10-16,Coatbridge
Julia,Knight,1897-06-30,Cookstown
George,Green,1843-05-04,Langholm
Ernest,Roos,1909-04-30,Lanark
Emma,Young,1859-02-17,Forres
William,Dimmock,1884-09-07,Inverness
James,Walker,1866-03-14,Golspie
Victor,Hickey,1919-09-13,Larne
Louisa,Bridges,1863-04-13,Dunfermline
James,Howells,1863-04-24,Galashiels
Emma,Thompson,1882-06-10,Banff
Dorothy,Bean,1914-03-13,Milngavie
Janet,Richards,1955-10-17,Ballymena
Bertha,Jones,1913-08-16,Elgin
Ellen,Lamb,1854-03-06,Glasgow
Kirsty,Lucas,1976-03-04,Linlithgow
William,Kitching,1942-05-21,Portadown
Clare,Edwards,1962-12-04,Banff
Amanda,Bradshaw,1969-05-28,Nairn
Joyce,Hogg,1931-07-31,Anstruther
John,Lomax,1869-02-23,Kelso
Victoria,Hood,1916-10-23,Bathgate
Patricia,Moore,1935-10-16,Kilmarnock
Christopher,Gordon,1966-12-16,Perth
Alfred,Caldwell,1923-02-03,Galashiels
William,Downey,1884-11-03,Leven
Carla,Whitemore,1977-09-27,Musselburgh
Jane,Minnis,1905-11-18,Dingwall
Nora,Ainley,1895-04-09,Huntly
Margaret,Robinson,1915-05-01,Dumbarton
Rita,Booth,1916-12-14,Helensburgh
Male,Atfield,1862-07-11,Larne
Neil,Ballard,1971-04-12,Forres
Michael,Stacey,1939-06-14,Greenock
Phillip,Tapp,1873-05-03,Arbroath
John,Thompson,1884-12-28,Banbridge
Ian,Jarvis,1969-11-19,Glasgow
Joan,Forster,1905-12-26,Elgin
Lynsey,Dennis,1975-02-24,Peterhead
William,Ward,1912-09-14,Bathgate
Dipak,Parekh,1981-06-09,Glasgow
Geoffrey,Davey,1968-05-13,Greenock
George,Honey,1921-05-31,Greenock
Frederick,Porter,1905-01-06,Portadown
Mary,Douton,1855-02-16,Dumfries
George,Cole,1851-08-06,Dumfries
Doreen,Barden,1944-09-11,Lerwick
Eliza,Foreman,1863-07-16,Campbeltown
Samuel,Jackson,1865-01-11,Portsoy
John,Wason,1879-08-04,Ayr
Daphne,Hurdman,1934-02-09,Montrose
Robert,Pawlowicz,1976-04-24,Stornoway
Edith,Martin,1854-04-19,Lurgan
Stephanie,Mcmahon,1983-04-19,Anstruther
Raymond,Knight,1964-10-07,Tillicoultry
Mary,Cookson,1890-12-10,Ballymena
Rosa,Brittain,1861-05-10,Haddington
Thomas,Churchill,1928-01-08,Rothesay
Geoffrey,Barrass,1964-09-24,Wishaw
Jane,Berry,1888-10-10,Annan
Martha,Newton,1869-03-09,Ayr
Annie,Lloyd,1881-07-02,Perth
George,Fletcher,1838-08-14,Newry
William,Hassall,1851-04-19,Linlithgow
Laura,Sides,1983-09-17,Fraserburgh
John,Dowling,1914-05-17,Nairn
Susan,Dwyer,1959-12-09,Aberdeen
Jane,White,1968-10-14,Campbeltown
Arthur,Field,1865-11-07,Paisley
George,Teasdale,1917-05-07,Londonderry
Marilyn,Hodgson,1953-12-02,Falkirk
Maud,Park,1882-10-02,Annan
Ellen,Grady,1877-08-10,Montrose
James,Jackson,1929-08-26,Dromore
Eliza,Cookson,1860-08-01,Belfast
William,Hawcroft,1850-04-10,Motherwell
Maria,Rowley,1865-12-14,Port Glasgow
George,Walton,1879-05-31,Dundee
Linda,Dyer,1955-08-22,Bellshill
Sydney,Shelvington,1856-08-13,Kinross
Roger,Davis,1954-03-10,Peebles
Francis,Senior,1840-04-25,Edinburgh
Joseph,Yates,1849-04-21,Glasgow
Joan,Mann,1913-08-26,Dunfermline
Elizabeth,Dodgson,1877-03-09,Downpatrick
Charles,Leonard,1880-09-22,Leven
George,Hobrough,1887-07-21,Thurso
Royston,Jones,1930-02-24,Castle Douglas
Male,Schmolder,1874-11-01,Dalry
Lilian,Armer,1888-12-03,Stornoway
Thomas,Calderwood,1846-03-02,Castle Douglas
Cyril,Watkins,1906-01-02,Castle Douglas
Cecilia,Weston,1917-10-30,Kirkwall
Roy,Simmons,1944-03-19,St Andrews
Robert,Bradfield,1847-11-18,Nairn
Eunice,Goodman,1898-12-01,Bangor
John,Saxby,1895-07-18,Stranraer
Vera,Hindley,1916-10-22,Kelso
John,Burrows,1940-01-09,Langholm
Julie,Mather,1948-07-07,Leven
Susan,Bosy,1957-02-01,Dalkeith
Samuel,Saxby,1849-08-27,Greenock
Emma,Plain,1865-09-17,Milngavie
Andrew,Grundy,1975-04-17,Lerwick
Samuel,Greenwood,1849-10-31,Motherwell
Sandra,Popplewell,1951-07-23,Golspie
George,Horner,1911-03-12,Dumfries
Henry,Jarvis,1843-11-04,Port Glasgow
Olga,Phillips,1924-05-27,Kirkintilloch
Ann,Salter,1849-02-12,Fraserburgh
Arthur,Allen,1920-11-04,Airdrie
Louisa,Norman,1915-02-04,Peebles
John,Bates,1930-09-09,Peebles
Sheila,Jenkins,1955-03-31,Stonehaven
Fanny,Smith,1863-07-29,Haddington
Christine,Gregory,1933-01-20,Fraserburgh
Elizabeth,Field,1897-12-05,Selkirk
Kalvinder,Kaur,1976-03-04,Helensburgh
Douglas,Holland,1920-03-28,Belfast
Martin,Southgate,1965-05-09,Grantown-on-Spey
Mary,Collidge,1856-03-22,Thurso
Ernest,Clarke,1904-04-20,Omagh
Ruby,Tansley,1906-05-06,Carluke
Robert,Leeds,1923-06-08,Wishaw
John,Ramsdale,1898-08-08,Portadown
Gwendolen,Courtnage,1929-09-19,Oban
Verna,Vickrage,1937-05-11,Langholm
Ralph,Howe,1899-01-28,West Calder
Stanley,Hulme,1942-09-04,Helensburgh
Henry,Harrop,1886-06-20,Kinross
John,Redman,1842-03-14,Dumbarton
Frances,Fair,1921-07-04,Rothesay
Henry,Younger,1912-05-20,Dunfermline
Mary,Washbourn,1873-01-07,Falkirk
David,Hawker,1934-09-04,Nairn
Kathleen,Harrison,1946-01-03,Selkirk
Male,Cook,1848-04-08,Greenock
Alfred,Lawrence,1913-05-10,Castle Douglas
Stephen,Comley,1972-01-26,Dalry
Timothy,Mcniven,1972-01-27,Peterhead
Margaret,Swift,1898-12-28,Kinross
Charles,Whitehead,1890-09-04,Lurgan
David,Ward,1850-11-21,Banbridge
William,Carter,1894-08-02,Castle Douglas
Edward,Claybrook,1860-07-09,Invergordon
Edith,Sutton,1873-11-27,Strabane
Caroline,Holmes,1899-09-06,Portadown
Joan,Stake,1944-08-06,Glasgow
Mary,Counsell,1855-09-29,Haddington
Lilian,Allen,1904-07-24,Stranraer
James,Allen,1873-10-30,Londonderry
Rachel,Cooper,1957-06-03,Rothesay
Julie,Maddox,1964-10-19,Airdrie
Paul,Bounds,1951-07-04,Ayr
Anthony,Smith,1970-02-09,Dingwall
Ellen,Roberts,1871-09-24,Arbroath
Michael,Bossons,1957-04-07,Kelso
Brian,Gander,1945-09-25,Musselburgh
Violet,Jacobs,1924-03-07,Bridge of Allan
Sydney,Pike,1943-12-15,Aberdeen
James,Armstrong,1979-02-11,Hawick
John,Hurst,1853-01-28,Carrickfergus
Mark,Kennedy,1966-02-08,Castle Douglas
Letitia,Hunt,1883-09-28,Ballymena
David,Bennett,1955-11-08,Perth
Thomas,Spavin,1871-05-12,Golspie
Emma,Forrest,1877-09-02,Perth
Mary,Dodds,1891-08-28,Ballymena
James,Hayes,1849-12-08,Milngavie
Mark,Newton,1967-09-20,Belfast
Prior,Humphrey,1888-11-06,Tillicoultry
Michelle,Bonner,1974-04-10,Bangor
George,Morcombe,1881-09-03,Bellshill
Mary,James,1860-06-23,Lanark
Elizabeth,Lucock,1848-04-09,Bangor
Richard,Mortimer,1889-08-20,Greenock
Jane,Murray,1951-11-01,Lisburn
Elizabeth,Evans,1948-08-07,Strabane
Angela,Sobczak,1950-09-12,Dingwall
John,Hughes,1913-04-22,Port Glasgow
Elsie,Muir,1918-06-21,West Calder
Michael,Sharp,1970-05-08,Falkirk
Michael,Jewitt,1952-03-12,Rothesay
Delina,Green,1940-11-30,Kirriemuir
Mary,Davies,1851-08-06,Lerwick
William,Metcalfe,1859-01-21,Ballymena
Audrey,Evans,1929-12-17,Omagh
Alfred,Eckel,1932-09-06,Carrickfergus
Karen,Golding,1961-07-21,Kilsyth
David,Finch,1876-10-23,Grantown-on-Spey
Susan,Godfrey,1968-01-01,Ayr
Albert,Pugh,1896-03-17,Lockerbie
Janet,Semple,1932-02-03,Ayr
Jane,Stoneham,1954-04-14,Greenock
Jonathan,Galloway,1977-11-11,Lerwick
Elizabeth,Carruthers,1874-11-16,Portadown
Shirley,Nock,1936-05-17,Kelso
Pauline,Quinn,1937-03-20,Stranraer
Null,Nelofar,1968-05-15,Banbridge
Joseph,Jagger,1840-12-09,Banbridge
Ethel,Spinks,1898-01-18,Dufftown
Michael,Bourke,1943-11-15,Dumfries
Ellen,Stimson,1847-04-25,Stonehaven
Wilfred,Butcher,1904-09-17,Montrose
Louisa,Scott,1886-04-13,Aberdeen
Alfred,Dabbs,1854-11-13,Downpatrick
Desmond,Dixson,1962-03-12,Castle Douglas
Trudy,Jones,1979-04-01,Kirriemuir
Francis,Bolsover,1916-05-26,Stonehaven
Mary,Davies,1869-11-24,Wick
Wilson,Toms,1919-12-21,Linlithgow
Katie,Stevenson,1982-03-22,Aberdeen
David,Parker,1957-06-19,Hamilton
Matthew,Hall,1903-09-01,Aberdeen
Alan,Smith,1933-04-18,Keith
Roger,Baalham,1936-05-20,Forfar
Sandra,Gill,1946-02-27,Musselburgh
Rose,Ranford,1923-09-23,Cookstown
Kathleen,Richards,1904-07-12,Newtownards
Ivy,Stapleton,1909-11-12,Peterhead
Ian,Irlam,1972-09-02,Larne
Stuart,Davies,1947-05-23,Enniskillen
Lilian,Ayers,1924-01-09,Forfar
Ralph,Morton,1902-12-17,Ballymoney
Caroline,Dennigan,1962-09-28,Dunfermline
Jamie,Akram,1972-10-03,Campbeltown
Pauline,Whittaker,1920-04-11,Stirling
Mary,Daly,1872-10-12,Carrickfergus
Clara,Smithers,1854-01-18,Dingwall
John,Musselwhite,1881-05-19,Kilmarnock
Iris,Howell,1912-07-11,Belfast
Michael,Myers,1927-04-26,Belfast
Norman,Russ,1929-08-05,Forfar
James,Cronin,1877-12-18,Alloa
Sylvia,Matthews,1935-12-22,Dingwall
Albert,Vansteenwinckel,1926-07-04,Stranraer
Nigel,Legg,1943-04-20,Port Glasgow
Maureen,Phillips,1957-12-02,Clydebank
Jill,Kinnard,1942-02-10,Tillicoultry
John,Pibworth,1971-06-09,Stornoway
William,Lewis,1852-07-23,Buckie
Annette,Gray,1963-06-12,Kelso
John,Haycocks,1853-02-18,Bangor
Stephen,Horsley,1972-07-28,Banff
Leonard,James,1935-04-04,Greenock
Elizabeth,Schofield,1878-12-07,Lurgan
Niall,Watson,1972-08-11,Ballymena
Maureen,Preece,1946-09-20,Thurso
Rodney,Mills,1943-12-30,Peebles
Maggie,Ashbrook,1892-04-22,Lockerbie
Paul,Staniforth,1944-07-23,Helensburgh
Edward,Rice,1854-02-07,Clydebank
Jane,Thompson,1867-01-11,Invergordon
George,Charrett,1865-01-10,Golspie
Harry,Searle,1917-12-20,Peterhead
Oliver,Mitchell,1893-08-15,Portadown
John,Davies,1928-03-31,Stranraer
John,Hunter,1952-04-10,Greenock
Bryan,Austin,1943-06-03,Blairgowrie
Leonard,Essex,1930-08-18,Edinburgh
David,Murphy,1966-07-09,Haddington
Selwyn,Hitchen,1903-04-23,Selkirk
Louisa,Abrahams,1897-11-21,St Andrews
Oliver,Hardman,1983-08-23,Stonehaven
Albert,Stevenson,1922-07-08,Perth
James,Jackson,1883-07-05,Kelso
Samuel,Sims,1922-10-26,Irvine
John,Hopewell,1929-02-19,Aberdeen
Ann,Arkle,1867-11-05,Forres
Sean,O'dell,1968-06-08,Campbeltown
Frederick,Copeland,1898-10-25,Galashiels
Ernest,Smith,1877-06-15,Banff
Clarice,Rowbotham,1910-06-18,Lisburn
Wendy,Wright,1957-06-17,Greenock
Percy,Burgess,1896-11-06,Campbeltown
Tom,Lamborn,1848-01-30,Aberdeen
George,Williams,1877-08-14,Bangor
Joseph,Fearon,1872-09-25,Lanark
Michelle,Robinson,1983-07-02,Musselburgh
Elsie,Earle,1899-07-30,Tillicoultry
Carol,Ellis,1943-04-21,Huntly
Sarah,Hall,1867-01-21,Carluke
Christabel,Stemp,1915-12-02,Paisley
Elizabeth,Goodwin,1907-08-20,Dundee
Mary,Jones,1892-11-18,Clydebank
Virginia,Kobus,1955-05-18,Clydebank
Joan,Hollingshead,1949-12-16,Thurso
Joseph,Whiteley,1869-08-01,Lockerbie
Edith,Fowkes,1866-03-15,Montrose
Lucille,Counsel,1965-11-15,Falkirk
Alice,Howarth,1912-01-20,Blairgowrie
Wendy,Bayes,1950-10-24,Kirkwall
Clara,Potter,1900-12-22,Galashiels
Sarah,Sykes,1904-05-01,Bellshill
Stewart,Taylor,1953-06-10,Ballymena
Christopher,Triner,1953-04-27,Annan
Claire,Hames,1973-08-29,Kirkcaldy
Joseph,Butter,1902-11-11,Strabane
Mary,Hendy,1884-11-10,Leven
Cyril,Attaway,1931-08-30,Haddington
Nicola,Griffin,1973-03-16,Golspie
Albert,Mills,1862-09-01,Linlithgow
Ellen,Dilnot,1867-10-27,Greenock
Ernest,Labraham,1889-12-01,Ardrossan
Female,Jackson,1944-04-07,Arbroath
Paul,Kitching,1970-06-28,Portsoy
Henry,Bedford,1874-04-09,Dumbarton
Fenton,Brook,1871-09-19,Castle Douglas
Mabel,Hunter,1894-01-13,Dufftown
William,Rowley,1858-06-04,Bangor
Mary,Hughes,1847-12-09,Brechin
Ian,Dunham,1948-12-01,Helensburgh
William,Day,1914-04-02,Dungannon
John,Semper,1853-08-12,Ballymena
Annie,Baldwin,1922-05-09,Cupar
Jessie,Ellis,1982-02-27,Lanark
George,Harper,1871-05-05,Stirling
Alice,Boardley,1887-11-20,Nairn
Mary,Goddard,1871-09-02,Campbeltown
Dora,Duffy,1887-08-18,Peterhead
Mary,Boddy,1907-07-29,Ardrossan
Samuel,Todd,1864-09-14,Galashiels
Albert,Trinder,1867-01-19,Buckie
Rose,Lawrence,1916-09-05,Paisley
Hubert,Shaw,1889-03-18,Stranraer
Annie,Greenstreet,1887-09-19,Bridge of Allan
Alice,Taylor,1888-04-04,Buckie
Winifred,Stevens,1893-11-04,Bathgate
Esther,Little,1864-02-24,Lisburn
Kathleen,Andrews,1927-12-25,Helensburgh
Alice,Worswick,1906-09-11,Edinburgh
Allan,Williams,1888-02-26,Peebles
William,Curtis,1888-08-04,Peebles
Walter,Partington,1907-02-08,Fraserburgh
Carol,Jackson,1954-08-23,Omagh
Stephen,Hosty,1951-07-11,Portadown
Eliza,Lyons,1863-12-23,Omagh
Marie,Bacon,1945-04-07,Kilmarnock
Vera,Tabb,1900-10-13,Linlithgow
Esther,Crompton,1872-07-22,Haddington
Emily,Pratchett,1884-08-10,Milngavie
Peter,Goldsmith,1948-10-12,Kirkintilloch
Charles,Kirkpatrick,1866-10-26,Wick
Thomas,Duston,1860-06-25,Thurso
Arthur,Boot,1904-12-03,Lerwick
Catherine,Lowton,1921-08-08,Golspie
Maureen,Andrews,1939-04-26,Dunfermline
Daniel,Dutton,1848-11-11,Barrhead
Sarah,Threapleton,1841-11-15,Alloa
Reginald,Brockman,1896-12-04,Dromore
Frances,Richardson,1851-08-28,Dalbeattie
Caleb,Froude,1844-08-12,Kelso
Martha,Crabb,1842-08-26,Galashiels
Arthur,Edwards,1918-08-08,Bellshill
Peter,Lake,1951-06-11,Campbeltown
Douglas,Cox,1930-09-09,Bangor
Edith,Cox,1921-09-12,Galashiels
Cyril,Jenner,1903-01-17,Inverness
Kenneth,Booth,1911-06-15,Invergordon
Eliza,Sutherland,1865-01-21,Banbridge
Joan,Conlon,1924-11-22,Newtownards
Dennis,Holt,1956-06-02,Peterhead
Kathleen,Bouverle,1883-02-09,Huntly
Susanna,Graves,1964-03-03,Bangor
Thomas,Grounds,1843-05-25,Elgin
Peter,Cave,1925-11-01,Thurso
Christopher,Stevens,1922-02-12,Elgin
Jason,O'grady,1974-04-14,Newry
Charlotta,Kendall,1887-07-07,Forres
Stanley,Walsh,1904-05-06,Portsoy
Frederick,Crease,1911-04-10,Dalbeattie
Patricia,Hill,1948-11-25,Anstruther
Nyree,Hawkins,1968-12-25,Aberdeen
Harriet,Willson,1891-01-08,Barrhead
Alan,Barnes,1930-03-23,Cupar
Elizabeth,Molloy,1891-10-13,Newtownards
William,Higham,1870-12-17,Huntly
Phyllis,Cornes,1899-10-16,Carluke
Ethel,Jackson,1872-04-24,Musselburgh
Brian,Barwood,1964-06-12,Airdrie
James,Reay,1893-04-12,Dalry
William,Picken,1886-04-29,Newry
Fanny,Tuppen,1840-09-22,Glasgow
Brenda,Fitch,1953-06-10,Dunfermline
Betty,Shemilt,1940-06-11,Dungannon
Olwyn,Huckle,1925-01-09,Lisburn
Sally,Clementson,1963-01-17,Newtownards
Graham,Horsham,1920-10-28,St Andrews
Eliza,Warn,1880-08-07,Coleraine
Christopher,Dawson,1947-07-26,Stirling
Margery,Gray,1931-05-10,Peebles
Thomas,Quinn,1870-06-02,Ardrossan
